q_Value,Difference,stat,gene_name
0,-1.589998881,-6.21993807,BTBD10
0.012694372,-1.589835167,-2.296080743,LDOC1
0,-1.588560422,-6.887034024,TNFAIP1
0.007377593,-1.584182103,-2.58771762,ARID5B
0.000336043,-1.583994865,-5.948628158,SLC4A11
0,-1.583544095,-6.117311193,CALB1
0,-1.582539241,-6.921891892,CIT
0.002697872,-1.580880801,-3.19534798,CKAP2
0.000300971,-1.580229123,-4.229097743,IFITM2
0.00506713,-1.579281171,-2.800994624,DNAJC12
0.001491243,-1.579160055,-3.498980003,CHST12
0,-1.577214559,-6.311961433,TRIT1
0.001517353,-1.576892535,-3.443121248,GNB5
0,-1.574709574,-6.373098176,CA12
0,-1.574087143,-9.30881311,NPRL3
0.002739803,-1.574028651,-3.176295033,SREBF1
0,-1.573570251,-8.26473841,RFXANK
0.000827839,-1.570134799,-3.691437137,FYTTD1
0.000854442,-1.57003053,-3.751483855,TESMIN
0.100480285,-1.568348567,-1.312431063,ZNF568
0.007260031,-1.567745209,-2.593533546,MCM10
0,-1.566601435,-7.060085606,KLHL9
0.000211604,-1.566307386,-4.9729515,LMO4
0.005299377,-1.564938227,-2.763716996,CCDC138
0.059402046,-1.564883232,-1.555311659,ADGRG1
0.027092066,-1.564869245,-1.917458767,RAD51
0.015059015,-1.564424833,-2.207454323,ZNF507
0.000821072,-1.564253489,-3.674457162,ALKBH7
0.001071618,-1.561919212,-3.615357311,SLFN11
0.01762889,-1.559128761,-2.1178722,PCDHB2
0.006907358,-1.558343252,-2.623080379,ATAD5
0.000293839,-1.556582133,-5.640608864,SULF2
0.000492027,-1.556378365,-4.117795923,AOC1
0.017481481,-1.553585688,-2.12337001,SCAPER
0.001605769,-1.552998225,-3.420989573,NSD1
0.008902716,-1.552325567,-2.503167713,ARL4A
0.0007853,-1.548101743,-3.801968588,NSUN3
0.017859327,-1.547498385,-2.113380458,TRDMT1
0.022109325,-1.547095299,-2.018612778,ABHD14A
0.000485393,-1.545004845,-4.093052294,FBRSL1
0.008071138,-1.541192691,-2.552982424,JAK2
0.00034349,-1.540646553,-4.520919705,AMFR
0.000251521,-1.538801511,-5.316123782,TSR3
0,-1.537083944,-7.260191759,DKK1
0.070507403,-1.534279188,-1.482488601,HYLS1
0,-1.533800443,-8.527441761,CDC123
0.005918771,-1.533260981,-2.701763402,CEP85L
0.000289044,-1.533037186,-5.590969416,ZNF217
0.000345886,-1.532371839,-4.532001356,TIPIN
0,-1.530516307,-6.332450449,RPUSD3
0.000253061,-1.529641151,-5.327982845,TCF12
0,-1.529325485,-11.04098245,AHR
0,-1.528238614,-6.356540194,KLHDC2
0.010047529,-1.52563413,-2.436607247,TAF1B
0.000564706,-1.525524139,-4.006212424,MAD2L1
0,-1.524839083,-8.743915896,SMTN
0.011828243,-1.523752213,-2.331857819,DUSP23
0.000797642,-1.5233682,-3.833569429,PABPC4L
0,-1.523198128,-8.352296941,EDRF1
0.054273537,-1.522626241,-1.594587373,RHOBTB1;RHOBTB2
0,-1.520814896,-8.950926552,RNF10
0.000780019,-1.519187927,-3.786029711,FANCG
0.012176573,-1.518505414,-2.314324657,GLRX2
0.003563497,-1.518017769,-2.994890736,PKIG
0,-1.516538938,-7.74070618,FUCA2
0.000295943,-1.514263789,-5.676169555,CHAF1B
0.020813235,-1.511804899,-2.054018306,ZNF417
